Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2
2020,Papua,Kota Jayapura,"92,442.31","5,076.90",5.49,"67,532.30",73.05,"72,609.20",78.55,"4,090.38",,4.42,P 2
2020,Papua Barat,Kab. Manokwari,"57,182.95",14.4,0.03,"39,306.85",68.74,"39,321.25",68.76,14.4,,0.03,P 2
2020,Papua Barat,Kab. Sorong Selatan,"7,929.55",3.16,0.04,"1,131.50",14.27,"1,134.66",14.31,,,0,P 2
2020,Papua Barat,Kab. Raja Ampat,"12,090.99",31.06,0.26,547.5,4.53,578.56,4.79,27.33,547.5,4.75,P 2
2019,Aceh,Kab. Aceh Selatan,"35,013.28","1,841.06",5.26,"12,826.10",36.63,"14,667.16",41.89,,,0,P 2
2019,Aceh,Kab. Aceh Tengah,"36,853.74","2,496.54",6.77,"22,228.50",60.32,"24,725.04",67.09,"1,053.03",,2.86,P 2
2019,Aceh,Kab. Simeulue,"16,044.14",219,1.36,"4,938.45",30.78,"5,157.45",32.15,219,,1.36,P 2
2019,Aceh,Kab. Gayo Lues,"13,738.60",14.6,0.11,"5,945.85",43.28,"5,960.45",43.38,,,0,P 2
2019,Aceh,Kab. Bener Meriah,"23,683.10",666.62,2.81,"8,395.00",35.45,"9,061.62",38.26,,,0,P 2
2019,Aceh,Kota Banda Aceh,"87,088.96","11,765.54",13.51,"69,380.92",79.67,"81,146.46",93.18,"11,631.09",,13.36,P 2
2019,Aceh,Kota Sabang,"7,886.51",0,0,"6,380.20",80.9,"6,380.20",80.9,,,0,P 2
2019,Aceh,Kota Langsa,"34,522.61","6,985.43",20.23,"17,885.00",51.81,"24,870.43",72.04,640.27,197.1,2.43,P 2
2019,Sumatera Utara,Kab. Langkat,"152,099.15","2,184.15",1.44,"20,075.00",13.2,"22,259.15",14.63,647.5,3.65,0.43,P 2
2019,Sumatera Utara,Kab. Deli Serdang,"393,401.56","8,549.00",2.17,"149,759.50",38.07,"158,308.50",40.24,"8,549.00",109.5,2.2,P 2
2019,Sumatera Utara,Kab. Asahan,"226,473.72","26,563.67",11.73,"152,971.50",67.54,"179,535.17",79.27,145.29,,0.06,P 2
2019,Sumatera Utara,Kab. Dairi,"41,347.64",146.97,0.36,"9,708.27",23.48,"9,855.24",23.84,36.2,72.27,0.26,P 2
2019,Sumatera Utara,Kab. Humbang Hasundutan,"20,638.56",365.18,1.77,"10,991.26",53.26,"11,356.44",55.03,,41.26,0.2,P 2
2019,Sumatera Utara,Kab. Samosir,"29,938.10","1,350.50",4.51,"10,280.96",34.34,"11,631.45",38.85,"1,058.50",60.96,3.74,P 2
2019,Sumatera Utara,Kota Medan,"621,968.76","2,284.46",0.37,"310,250.00",49.88,"312,534.46",50.25,"1,554.46",,0.25,P 2
2019,Sumatera Utara,Kota Pematang Siantar,"83,871.96","7,228.23",8.62,"64,422.50",76.81,"71,650.73",85.43,"6,460.39",,7.7,P 2
2019,Sumatera Utara,Kota Tebing Tinggi,"44,229.35","6,925.52",15.66,"31,987.27",72.32,"38,912.79",87.98,"6,925.52",308.92,16.36,P 2
2019,Sumatera Barat,Kab. Pesisir Selatan,"50,448.40","8,414.71",16.68,"10,220.00",20.26,"18,634.71",36.94,"4,394.60",,8.71,P 2
2019,Sumatera Barat,Kab. Sijunjung,"34,435.06","22,959.24",66.67,"6,624.75",19.24,"29,583.99",85.91,"22,614.68",,65.67,P 2
2019,Sumatera Barat,Kab. Tanah Datar,"43,849.48","6,936.34",15.82,"15,162.96",34.58,"22,099.30",50.4,"6,767.48",550.63,16.69,P 2
2019,Sumatera Barat,Kab. Agam,"71,727.17","1,650.37",2.3,"14,349.54",20.01,"15,999.90",22.31,"1,648.49",4.09,2.3,P 2
2019,Sumatera Barat,Kab. Pasaman,"31,594.98","2,233.96",7.07,"10,417.10",32.97,"12,651.06",40.04,"1,438.66",,4.55,P 2
2019,Sumatera Barat,Kab. Dharmasraya,"35,161.11","2,921.63",8.31,"19,691.75",56,"22,613.38",64.31,857.06,,2.44,P 2
2019,Sumatera Barat,Kota Padang,"233,774.32","31,178.54",13.34,"171,552.19",73.38,"202,730.73",86.72,"18,791.28",2.19,8.04,P 2
2019,Sumatera Barat,Kota Solok,"18,143.06","1,657.37",9.13,"15,822.75",87.21,"17,480.12",96.35,"1,215.65",73,7.1,P 2
2019,Sumatera Barat,Kota Sawahlunto,"6,756.54",603.21,8.93,"5,332.65",78.93,"5,935.86",87.85,493.49,,7.3,P 2
2019,Sumatera Barat,Kota Padang Panjang,"16,867.96","2,242.16",13.29,"14,571.53",86.39,"16,813.69",99.68,429.03,77.38,3,P 2
2019,Sumatera Barat,Kota Bukittinggi,"41,402.80",976.1,2.36,"39,528.00",95.47,"40,504.10",97.83,777.27,292,2.58,P 2
2019,Sumatera Barat,Kota Payakumbuh,"35,543.88","7,100.02",19.98,"26,184.01",73.67,"33,284.03",93.64,"6,574.73",28.11,18.58,P 2
2019,Riau,Kab. Kampar,"125,917.12","23,690.69",18.81,"48,925.51",38.86,"72,616.20",57.67,881.54,15.51,0.71,P 2
2019,Riau,Kab. Pelalawan,"54,072.27","9,276.43",17.16,"14,072.88",26.03,"23,349.31",43.18,1.4,407.65,0.76,P 2
2019,Riau,Kab. Rokan Hilir,"182,786.74","30,660.36",16.77,"53,731.65",29.4,"84,392.01",46.17,"8,807.54",76.65,4.86,P 2
2019,Riau,Kab. Siak,"67,950.44","13,621.76",20.05,"30,021.25",44.18,"43,643.01",64.23,"3,974.42",,5.85,P 2
2019,Riau,Kota Pekanbaru,"378,324.91","81,040.91",21.42,"295,942.00",78.22,"376,982.91",99.65,"43,356.73","2,482.00",12.12,P 2
2019,Jambi,Kab. Merangin,"70,140.04","20,791.55",29.64,"26,783.70",38.19,"47,575.25",67.83,"5,837.00","9,271.00",21.54,P 2
2019,Jambi,Kab. Sarolangun,"44,078.57","3,059.39",6.94,"4,051.50",9.19,"7,110.89",16.13,"1,941.44",,4.4,P 2
2019,Jambi,Kab. Batanghari,"44,110.54","8,002.30",18.14,"9,125.00",20.69,"17,127.30",38.83,329.76,,0.75,P 2
2019,Jambi,Kab. Muaro Jambi,"29,208.76","3,863.77",13.23,182.5,0.62,"4,046.27",13.85,"1,071.28",,3.67,P 2
2019,Jambi,Kab. Bungo,"54,519.90","10,849.70",19.9,"28,431.87",52.15,"39,281.57",72.05,"6,272.38","7,447.82",25.17,P 2
2019,Jambi,Kota Jambi,"154,557.83","4,394,563.03","2,843.31","116,537.20",75.4,"4,511,100.22","2,918.71","4,381,564.14",,"2,834.90",P 2
2019,Jambi,Kota Sungai Penuh,"18,420.46",0,0,"11,862.50",64.4,"11,862.50",64.4,,,0,P 2
2019,Sumatera Selatan,Kab. Ogan Komering Ulu,"53,565.79","9,477.24",17.69,"18,793.12",35.08,"28,270.36",52.78,"8,926.86",411.72,17.43,P 2
2019,Sumatera Selatan,Kab. Muara Enim,"160,622.89","34,022.64",21.18,"34,748.00",21.63,"68,770.64",42.81,"14,839.06",,9.24,P 2
2019,Sumatera Selatan,Kab. Lahat,"110,721.95","1,831.03",1.65,"43,800.00",39.56,"45,631.03",41.21,"1,734.62",,1.57,P 2
2019,Sumatera Selatan,Kab. Musi Rawas,"103,522.21","7,457.50",7.2,"4,015.00",3.88,"11,472.50",11.08,"3,104.37",,3,P 2
2019,Sumatera Selatan,Kab. Musi Banyuasin,"93,239.98","513,525.53",550.76,"17,242.60",18.49,"530,768.13",569.25,"506,841.83",,543.59,P 2
2019,Sumatera Selatan,Kab. Empat Lawang,"63,928.40",175.55,0.27,"6,570.00",10.28,"6,745.55",10.55,121.55,,0.19,P 2
2019,Sumatera Selatan,Kota Palembang,"424,869.16","83,393.25",19.63,"324,828.10",76.45,"408,221.35",96.08,"21,593.63",0,5.08,P 2
2019,Sumatera Selatan,Kota Prabumulih,"34,097.21","6,046.01",17.73,"25,550.00",74.93,"31,596.01",92.66,"5,895.30",,17.29,P 2
2019,Bengkulu,Kab. Bengkulu Selatan,"23,127.71","2,103.39",9.09,"9,088.50",39.3,"11,191.89",48.39,428.51,,1.85,P 2
2019,Bengkulu,Kab. Bengkulu Utara,"65,408.29",0,0,"15,658.50",23.94,"15,658.50",23.94,0,620.5,0.95,P 2
2019,Bengkulu,Kab. Lebong,"15,665.22",0,0,"4,336.20",27.68,"4,336.20",27.68,,,0,P 2
2019,Bengkulu,Kab. Kepahiang,"20,068.87","3,863.89",19.25,"6,570.00",32.74,"10,433.89",51.99,41.98,,0.21,P 2
2019,Bengkulu,Kab. Bengkulu Tengah,"20,897.71","1,691.63",8.09,"3,854.40",18.44,"5,546.03",26.54,175.45,,0.84,P 2
2019,Lampung,Kab. Lampung Barat,"44,266.32",474.08,1.07,"2,711.95",6.13,"3,186.03",7.2,440.69,,1,P 2
2019,Lampung,Kab. Way Kanan,"65,902.21","46,810.97",71.03,"1,971.00",2.99,"48,781.97",74.02,63.96,,0.1,P 2
2019,Lampung,Kab. Pringsewu,"57,993.97",20.01,0.03,"24,820.00",42.8,"24,840.01",42.83,15.5,,0.03,P 2
2019,Lampung,Kota Bandar Lampung,"249,468.38","10,961.73",4.39,"237,276.47",95.11,"248,238.20",99.51,,26.47,0.01,P 2
2019,Lampung,Kota Metro,"37,416.59","5,544.64",14.82,"22,977,276.11","61,409.33","22,982,820.75","61,424.15","5,130.45",,13.71,P 2
2019,Kepulauan Bangka Belitung,Kab. Bangka,"46,538.38","3,596.22",7.73,"26,510.31",56.96,"30,106.54",64.69,"2,288.80",11.32,4.94,P 2
2019,Kepulauan Bangka Belitung,Kab. Bangka Selatan,"31,275.97","4,741.75",15.16,"20,401.68",65.23,"25,143.42",80.39,"4,019.50","1,056.68",16.23,P 2
2019,Kepulauan Bangka Belitung,Kab. Bangka Tengah,"28,704.62","4,923.91",17.15,"4,482.20",15.61,"9,406.11",32.77,171.72,,0.6,P 2
2019,Kepulauan Bangka Belitung,Kota Pangkal Pinang,"52,978.44","25,078.76",47.34,"17,252.46",32.57,"42,331.22",79.9,"5,447.97",827.46,11.85,P 2
2019,Kepulauan Riau,Kab. Bintan,"18,724.68","3,490.93",18.64,"14,278.80",76.26,"17,769.73",94.9,315.36,,1.68,P 2
2019,Kepulauan Riau,Kab. Karimun,"64,005.56","12,678.57",19.81,"50,735.00",79.27,"63,413.57",99.08,"3,764.54",,5.88,P 2
2019,Kepulauan Riau,Kab. Natuna,"11,096.86",,,"4,730.40",42.63,"4,730.40",42.63,,,0,P 2
2019,Kepulauan Riau,Kab. Lingga,"9,958.48","2,256.32",22.66,"5,011.45",50.32,"7,267.77",72.98,"1,952.42",10.95,19.72,P 2
2019,Kepulauan Riau,Kab. Kepulauan Anambas,"4,645.98",260.84,5.61,200.75,4.32,461.59,9.94,186,,4,P 2
2019,Kepulauan Riau,Kota Batam,"486,321.91","95,138.55",19.56,"387,692.03",79.72,"482,830.58",99.28,"1,045.55",36.5,0.22,P 2
2019,Kepulauan Riau,Kota Tanjung Pinang,"52,387.65","7,469.30",14.26,"30,779.45",58.75,"38,248.75",73.01,"3,197.16",126.75,6.34,P 2
2019,DKI Jakarta,Kab. Adm. Kep. Seribu,"6,210.12","1,139.01",18.34,"4,892.38",78.78,"6,031.38",97.12,"1,139.01",3.45,18.4,P 2
2019,DKI Jakarta,Kota Adm. Jakarta Utara,"484,561.02","51,413.89",10.61,"432,288.50",89.21,"483,702.39",99.82,"19,987.39",,4.12,P 2
2019,DKI Jakarta,Kota Adm. Jakarta Selatan,"695,190.04","49,639.30",7.14,"589,127.24",84.74,"638,766.54",91.88,"37,021.25",,5.33,P 2
2019,DKI Jakarta,Kota Adm. Jakarta Timur,"822,585.19","71,658.43",8.71,"688,406.77",83.69,"760,065.20",92.4,"5,399.99",303.53,0.69,P 2
2019,Jawa Barat,Kab. Sukabumi,"372,510.24","73,526.07",19.74,"152,570.00",40.96,"226,096.07",60.7,"15,030.15",,4.03,P 2
2019,Jawa Barat,Kab. Bandung,"482,291.89","47,103.25",9.77,"91,960.56",19.07,"139,063.81",28.83,"47,103.25","2,186.35",10.22,P 1
2019,Jawa Barat,Kab. Ciamis,"207,071.95","69,883.08",33.75,"41,317.64",19.95,"111,200.72",53.7,"65,700.92","3,357.64",33.35,P 2
2019,Jawa Barat,Kab. Sumedang,"159,837.88","2,482.57",1.55,"38,846.95",24.3,"41,329.53",25.86,"2,482.57",,1.55,P 2
2019,Jawa Barat,Kab. Subang,"379,288.79",,,"66,065.00",17.42,"66,065.00",17.42,,,0,P 2
2019,Jawa Barat,Kab. Bekasi,"662,451.28","40,916.46",6.18,"170,090.00",25.68,"211,006.46",31.85,,,0,P 2
2019,Jawa Barat,Kab. Pangandaran,"62,018.76",188.44,0.3,"8,672.40",13.98,"8,860.84",14.29,115.44,,0.19,P 2
2019,Jawa Barat,Kota Bogor,"240,205.33","34,841.41",14.5,"187,773.93",78.17,"222,615.34",92.68,477.35,"2,718.93",1.33,P 2
2019,Jawa Barat,Kota Sukabumi,"64,956.11","9,063.96",13.95,"46,540.15",71.65,"55,604.11",85.6,673.94,396.85,1.65,P 2
2019,Jawa Barat,Kota Depok,"553,449.64","68,503.54",12.38,"341,074.98",61.63,"409,578.52",74,"60,576.70","22,137.98",14.95,P 2
2019,Jawa Barat,Kota Cimahi,"99,039.08","11,695.19",11.81,"81,526.48",82.32,"93,221.67",94.13,"11,396.26",248.28,11.76,P 2
2019,Jawa Barat,Kota Tasikmalaya,"106,560.83",,,"62,057.30",58.24,"62,057.30",58.24,,,0,P 2
2019,Jawa Tengah,Kab. Cilacap,"333,228.30","41,811.06",12.55,"211,413.41",63.44,"253,224.47",75.99,382.19,"153,637.56",46.22,P 2
2019,Jawa Tengah,Kab. Kebumen,"148,386.62","33,167.86",22.35,"84,902.65",57.22,"118,070.51",79.57,"22,863.91","7,121.15",20.21,P 2
2019,Jawa Tengah,Kab. Purworejo,"104,874.14","7,969.78",7.6,"14,768.01",14.08,"22,737.80",21.68,"7,969.78",315.01,7.9,P 2
2019,Jawa Tengah,Kab. Wonosobo,"115,411.69","16,416.95",14.22,"31,217.54",27.05,"47,634.49",41.27,"4,145.25",192.54,3.76,P 2
2019,Jawa Tengah,Kab. Boyolali,"97,052.73","24,694.38",25.44,"25,400.39",26.17,"50,094.77",51.62,"24,675.13",80.34,25.51,P 2
2019,Jawa Tengah,Kab. Klaten,"128,660.97","27,905.00",21.69,"27,236.30",21.17,"55,141.30",42.86,,,0,P 2
2019,Jawa Tengah,Kab. Sukoharjo,"133,536.71","24,334.73",18.22,"67,028.60",50.19,"91,363.33",68.42,"9,327.17",,6.98,P 2
2019,Jawa Tengah,Kab. Wonogiri,"159,359.58","44,679.96",28.04,"16,870.30",10.59,"61,550.26",38.62,"44,679.96",36.5,28.06,P 2
2019,Jawa Tengah,Kab. Sragen,"194,447.69","38,717.35",19.91,"79,073.60",40.67,"117,790.95",60.58,"3,131.23","2,423.60",2.86,P 2
2019,Jawa Tengah,Kab. Grobogan,"269,785.74",0,0,"24,820.00",9.2,"24,820.00",9.2,0,,0,P 2
2019,Jawa Tengah,Kab. Rembang,"83,544.12",793.87,0.95,"39,781.35",47.62,"40,575.22",48.57,480.09,73,0.66,P 2
2019,Jawa Tengah,Kab. Pati,"182,981.65","36,712.19",20.06,"44,321.95",24.22,"81,034.14",44.29,"4,019.13",779.28,2.62,P 2
2019,Jawa Tengah,Kab. Kudus,"159,083.24","27,585.33",17.34,"68,713.01",43.19,"96,298.34",60.53,"27,150.12","21,124.31",30.35,P 2
2019,Jawa Tengah,Kab. Jepara,"251,072.20","11,513.99",4.59,"28,543.00",11.37,"40,056.99",15.95,"7,683.07",730,3.35,P 2
2019,Jawa Tengah,Kab. Semarang,"192,320.00","20,768.63",10.8,"55,845.00",29.04,"76,613.63",39.84,83.59,,0.04,P 2
2019,Jawa Tengah,Kab. Kendal,"147,743.09","3,892.87",2.63,"22,673.80",15.35,"26,566.67",17.98,"1,847.70",43.8,1.28,P 2
2019,Jawa Tengah,Kab. Batang,"84,159.84",913.76,1.09,"82,146.90",97.61,"83,060.66",98.69,118.02,,0.14,P 2
2019,Jawa Tengah,Kab. Pemalang,"142,657.91","28,857.02",20.23,"59,239.50",41.53,"88,096.52",61.75,"2,417.30",839.5,2.28,P 2
2019,Jawa Tengah,Kab. Brebes,"330,160.02","13,148.43",3.98,"7,665.00",2.32,"20,813.43",6.3,,,0,P 2
2019,Jawa Tengah,Kota Magelang,"31,168.96","1,151.10",3.69,"24,661.59",79.12,"25,812.69",82.82,"1,151.10",93.44,3.99,P 2
2019,Jawa Tengah,Kota Semarang,"456,873.35","78,081.33",17.09,"356,782.59",78.09,"434,863.92",95.18,"23,322.45","15,069.59",8.4,P 2
2019,D.I. Yogyakarta,Kab. Kulon Progo,"61,774.21","16,201.20",26.23,"9,303.85",15.06,"25,505.05",41.29,"16,150.01",,26.14,P 2
2019,D.I. Yogyakarta,Kab. Bantul,"202,910.55","102,354.87",50.44,"43,433.55",21.41,"145,788.43",71.85,"102,354.87",363.55,50.62,P 2
2019,D.I. Yogyakarta,Kab. Gunungkidul,"131,671.16","28,411.16",21.58,"13,906.50",10.56,"42,317.66",32.14,"5,065.40",,3.85,P 2
2019,D.I. Yogyakarta,Kab. Sleman,"255,180.17","1,610.82",0.63,"66,645.35",26.12,"68,256.17",26.75,"1,610.82",,0.63,P 2
2019,D.I. Yogyakarta,Kota Yogyakarta,"132,116.36","36,175.14",27.38,"93,620.60",70.86,"129,795.73",98.24,"19,088.29",242.65,14.63,P 2
2019,Jawa Timur,Kab. Pacitan,"103,962.36","8,971.91",8.63,"11,048.55",10.63,"20,020.46",19.26,"8,946.14",671.6,9.25,P 2
2019,Jawa Timur,Kab. Trenggalek,"112,059.38","17,013.46",15.18,"50,114.50",44.72,"67,127.97",59.9,"5,256.60",,4.69,P 2
2019,Jawa Timur,Kab. Tulungagung,"189,621.88","8,524.93",4.5,"117,570.14",62,"126,095.07",66.5,"8,524.93",,4.5,P 2
2019,Jawa Timur,Kab. Blitar,"151,697.14","61,106.82",40.28,"49,947.50",32.93,"111,054.31",73.21,"9,015.77","2,061.24",7.3,P 2
2019,Jawa Timur,Kab. Kediri,"184,669.09","9,236.97",5,"29,648.95",16.06,"38,885.92",21.06,"8,587.87",,4.65,P 2
2019,Jawa Timur,Kab. Malang,"380,505.78","17,347.48",4.56,"136,583.00",35.9,"153,930.48",40.45,"15,994.33",,4.2,P 2
2019,Jawa Timur,Kab. Lumajang,"182,629.01","32,874.85",18,"55,577.49",30.43,"88,452.33",48.43,"17,813.36",261.74,9.9,P 2
2019,Jawa Timur,Kab. Banyuwangi,"446,019.96","43,194.18",9.68,"60,225.00",13.5,"103,419.18",23.19,79.45,,0.02,P 2
2019,Jawa Timur,Kab. Bondowoso,"104,298.71",437.67,0.42,"20,837.85",19.98,"21,275.52",20.4,376.1,,0.36,P 2
2019,Jawa Timur,Kab. Situbondo,"93,482.61","15,753.53",16.85,"68,130.90",72.88,"83,884.43",89.73,"4,490.06","11,515.75",17.12,P 2
2019,Jawa Timur,Kab. Probolinggo,"170,133.51","5,283.50",3.11,"15,753.40",9.26,"21,036.90",12.36,538.3,,0.32,P 2
2019,Jawa Timur,Kab. Pasuruan,"420,500.88","76,023.67",18.08,295.56,0.07,"76,319.23",18.15,370.85,295.56,0.16,P 2
2019,Jawa Timur,Kab. Sidoarjo,"446,733.65","36,971.95",8.28,"164,250.00",36.77,"201,221.95",45.04,"4,911.62",,1.1,P 2
2019,Jawa Timur,Kab. Nganjuk,"153,973.21","25,793.04",16.75,"114,341.43",74.26,"140,134.46",91.01,445.4,"15,816.98",10.56,P 2
2019,Jawa Timur,Kab. Madiun,"99,671.28","11,641.09",11.68,"9,289.25",9.32,"20,930.34",21,"1,634.24",164.25,1.8,P 2
2019,Jawa Timur,Kab. Ngawi,"133,378.74","14,578.81",10.93,"28,532.42",21.39,"43,111.23",32.32,"1,164.06",792.42,1.47,P 2
2019,Jawa Timur,Kab. Bojonegoro,"185,688.35","18,867.64",10.16,"31,014.05",16.7,"49,881.69",26.86,"12,269.94",0,6.61,P 2
2019,Jawa Timur,Kab. Tuban,"179,184.71","48,540.02",27.09,"46,355.00",25.87,"94,895.02",52.96,"23,783.37",,13.27,P 2
2019,Jawa Timur,Kab. Gresik,"118,459.29",820.04,0.69,"78,033.35",65.87,"78,853.39",66.57,90.13,,0.08,P 2
2019,Jawa Timur,Kab. Sampang,"83,449.95","9,178.57",11,"13,415.01",16.08,"22,593.58",27.07,96.74,"4,290.01",5.26,P 2
2019,Jawa Timur,Kab. Pamekasan,"98,305.05","16,100.45",16.38,"10,603.25",10.79,"26,703.70",27.16,"15,510.61",36.5,15.82,P 2
2019,Jawa Timur,Kab. Sumenep,"131,473.99","1,989.88",1.51,"11,840.60",9.01,"13,830.48",10.52,225.35,,0.17,P 2
2019,Jawa Timur,Kota Kediri,"53,828.38","5,879.15",10.92,"44,530.00",82.73,"50,409.15",93.65,"2,887.52",,5.36,P 2
2019,Jawa Timur,Kota Blitar,"25,892.37","2,494.24",9.63,"21,259.43",82.11,"23,753.67",91.74,"2,482.18",903.37,13.08,P 2
2019,Jawa Timur,Kota Malang,"244,720.24","52,968.80",21.64,"186,936.57",76.39,"239,905.37",98.03,"52,782.05","5,144.68",23.67,P 2
2019,Jawa Timur,Kota Probolinggo,"34,340.81","5,055.78",14.72,"21,563.40",62.79,"26,619.18",77.51,"4,657.97",691.6,15.58,P 2
2019,Jawa Timur,Kota Pasuruan,"47,915.72","13,510.92",28.2,"33,645.70",70.22,"47,156.62",98.42,"13,510.92",,28.2,P 2
2019,Jawa Timur,Kota Mojokerto,"23,627.73","4,470.73",18.92,"16,808.25",71.14,"21,278.98",90.06,"1,442.19",91.25,6.49,P 2
2019,Jawa Timur,Kota Madiun,"42,622.24","3,917.48",9.19,"31,838.22",74.7,"35,755.70",83.89,"3,917.48",305.87,9.91,P 2
2019,Jawa Timur,Kota Surabaya,"811,860.24","64,209.18",7.91,"719,003.65",88.56,"783,212.83",96.47,"2,620.75","102,523.92",12.95,P 2
2019,Jawa Timur,Kota Batu,"42,457.19","3,808.74",8.97,"35,770.00",84.25,"39,578.74",93.22,"3,808.74",,8.97,P 2
2019,Banten,Kab. Pandeglang,"178,026.41",,,"10,950.00",6.15,"10,950.00",6.15,,,0,P 2
2019,Banten,Kab. Lebak,"186,504.05","20,509.70",11,"35,405.00",18.98,"55,914.70",29.98,"5,815.10",,3.12,P 2
2019,Banten,Kab. Tangerang,"971,101.08","207,931.43",21.41,"365,000.00",37.59,"572,931.43",59,"8,009.20",,0.82,P 2
2019,Banten,Kota Tangerang,"578,038.09","93,396.76",16.16,"484,624.92",83.84,"578,021.68",100,"37,356.80","3,919.92",7.14,P 2
2019,Banten,Kota Cilegon,"135,211.00",459.9,0.34,"95,630.00",70.73,"96,089.90",71.07,459.9,,0.34,P 2
2019,Banten,Kota Tangerang Selatan,"376,411.56",215.35,0.06,"15,008.80",3.99,"15,224.15",4.04,,"15,008.80",3.99,P 2
2019,Bali,Kab. Jembrana,"59,757.44","9,736.54",16.29,"11,680.00",19.55,"21,416.54",35.84,"9,240.14",,15.46,P 2
2019,Bali,Kab. Badung,"103,447.64","15,922.22",15.39,"77,206.48",74.63,"93,128.70",90.02,"15,173.80",45.48,14.71,P 2
2019,Bali,Kab. Gianyar,"158,910.05","18,380.90",11.57,"112,055.00",70.51,"130,435.90",82.08,"17,610.75",,11.08,P 2
2019,Bali,Kab. Bangli,"39,430.37","7,688.55",19.5,"19,662.18",49.87,"27,350.74",69.36,"3,954.86",631.09,11.63,P 2
2019,Bali,Kab. Karangasem,"76,029.50","22,699.16",29.86,"31,769.60",41.79,"54,468.76",71.64,"10,054.98",0,13.23,P 2
2019,Bali,Kab. Buleleng,"122,337.78","7,130.55",5.83,"52,846.93",43.2,"59,977.48",49.03,"4,071.94",265.03,3.55,P 2
2019,Bali,Kota Denpasar,"237,808.16","19,293.53",8.11,"117,709.13",49.5,"137,002.66",57.61,16.79,984.04,0.42,P 2
2019,Nusa Tenggara Barat,Kab. Lombok Timur,"175,289.35","8,697.12",4.96,"38,690.00",22.07,"47,387.12",27.03,467.42,,0.27,P 2
2019,Nusa Tenggara Barat,Kab. Lombok Utara,"26,322.30",697.89,2.65,"13,501.35",51.29,"14,199.24",53.94,457.17,,1.74,P 2
2019,Kalimantan Barat,Kab. Sambas,"99,133.09","3,377.16",3.41,"19,753.80",19.93,"23,130.96",23.33,"3,344.67",,3.37,P 2
2019,Kalimantan Barat,Kab. Mempawah,"25,650.20",31.08,0.12,"7,824.14",30.5,"7,855.22",30.62,1.08,,0,P 2
2019,Kalimantan Barat,Kab. Sanggau,"85,815.88",21.17,0.02,"13,692.97",15.96,"13,714.14",15.98,,,0,P 2
2019,Kalimantan Barat,Kab. Ketapang,"93,023.35","4,122.97",4.43,"15,457.75",16.62,"19,580.72",21.05,"3,712.89",,3.99,P 2
2019,Kalimantan Barat,Kab. Bengkayang,"37,172.18",0,0,"5,781.60",15.55,"5,781.60",15.55,,,0,P 2
2019,Kalimantan Barat,Kota Pontianak,"138,907.10","7,650.03",5.51,"127,949.68",92.11,"135,599.71",97.62,"6,679.75",199.68,4.95,P 2
2019,Kalimantan Tengah,Kab. Kotawaringin Barat,"44,395.97","5,842.69",13.16,"14,819.00",33.38,"20,661.69",46.54,908.96,,2.05,P 2
2019,Kalimantan Tengah,Kab. Kotawaringin Timur,"91,971.20","1,988.05",2.16,"13,140.00",14.29,"15,128.05",16.45,79.1,,0.09,P 2
2019,Kalimantan Tengah,Kab. Kapuas,"65,039.72","2,712.45",4.17,"7,300.23",11.22,"10,012.68",15.39,"1,731.33",3.88,2.67,P 2
2019,Kalimantan Tengah,Kab. Barito Utara,"19,084.10","3,657.70",19.17,"13,355.35",69.98,"17,013.05",89.15,720.75,32.85,3.95,P 2
2019,Kalimantan Tengah,Kab. Sukamara,"9,393.93",552.12,5.88,"5,110.00",54.4,"5,662.12",60.27,68.67,,0.73,P 2
2019,Kalimantan Tengah,Kab. Murung Raya,"16,052.85",,,"4,708.50",29.33,"4,708.50",29.33,,,0,P 1
2019,Kalimantan Tengah,Kab. Barito Timur,"18,523.60",0,0,"168,571,694.90","910,037.24","168,571,694.90","910,037.24",,,0,P 2
2019,Kalimantan Tengah,Kota Palangkaraya,"51,188.70","11,235.95",21.95,"38,664.82",75.53,"49,900.76",97.48,"9,737.29",47.82,19.12,P 2
2019,Kalimantan Selatan,Kab. Tanah Laut,"48,827.22","21,249.30",43.52,"15,130.35",30.99,"36,379.64",74.51,"1,926.19",530.35,5.03,P 2
2019,Kalimantan Selatan,Kab. Kotabaru,"50,327.66","6,460.95",12.84,"17,520.00",34.81,"23,980.95",47.65,15.71,,0.03,P 2
2019,Kalimantan Selatan,Kab. Barito Kuala,"33,315.16","6,794.38",20.39,"16,352.00",49.08,"23,146.38",69.48,"5,085.12","1,022.00",18.33,P 2
2019,Kalimantan Selatan,Kab. Tapin,"27,486.25","3,890.49",14.15,"14,939.09",54.35,"18,829.57",68.51,"3,750.89",357.34,14.95,P 2
2019,Kalimantan Selatan,Kab. Hulu Sungai Selatan,"33,966.61","8,451.68",24.88,"15,177.15",44.68,"23,628.82",69.56,903.18,942.15,5.43,P 2
