Tahun,Provinsi,Kabupaten/Kota,Luas Wilayah (km2)(A),Luas RTH (km2)(B),% RTH(B/A),Taman Kota (km2),Hutan Kota (km2),Jalur hijau di Jalan (km2),Sempadan Sungai (km2),Sempadan Pantai (km2),Tempat Pemakaman Umum (km2),Sempadan Rel Kereta Api (km2),Jalur Hijau Jaringan Listrik Tegangan Tinggi (km2),Pengaman Sumber_Air Baku Mata Air (km2),Kebun Bibit (km2),Lain-lain (km2)
2019,Sumatera Barat,Kab. Pesisir Selatan,"1,938.79",54.44746,2.81,0.2,0.05,54.2,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kab. Solok,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kab. Sijunjung,"3,130.80",0.02762,0,0.02,-,0,-,-,0,-,-,-,-,-
2019,Sumatera Barat,Kab. Tanah Datar,"1,336.00",0.11826,0.01,0.03,0.08,0.01,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kab. Padang Pariaman,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kab. Agam,"2,232.40",24.59553,1.1,0.1,-,1.7,3.16,4.3,-,-,12.71,2.64,-,-
2019,Sumatera Barat,Kab. Pasaman,"3,947.60",0.04881,0,0,0.02,0.01,-,-,0.01,-,-,-,-,-
2019,Sumatera Barat,Kab. Dharmasraya,"3,346.00",0.0166,0,0.01,-,0,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kab. Solok Selatan,"3,590.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kota Padang,694.96,0.34697,0.05,0.09,0.24,0.02,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kota Solok,57.64,11.46583,19.89,0.12,11.31,0.02,0,-,0.01,-,0.01,-,-,-
2019,Sumatera Barat,Kota Sawahlunto,273.45,0.10987,0.04,0.01,0.08,0.03,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kota Padang Panjang,23,1.13323,4.93,0.03,0.95,0.03,0,-,0.12,-,0,0.01,-,-
2019,Sumatera Barat,Kota Bukittinggi,25.24,0.05977,0.24,0.06,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Barat,Kota Payakumbuh,80.43,5.5338,6.88,2.15,2.16,0.05,-,-,0.12,0.39,0.43,0.24,-,-
2019,Riau,Kab. Kampar,"11,289.28",2.53656,0.02,0.63,0.14,0.01,-,-,0.07,-,-,1.69,-,-
2019,Riau,Kab. Indragiri Hulu,"29,169.80",,,-,-,-,-,-,-,-,-,-,-,-
2019,Riau,Kab. Indragiri Hilir,13.53,,,-,-,-,-,-,-,-,-,-,-,-
2019,Riau,Kab. Pelalawan,"12,614.78",0.015,0,0.02,-,-,-,-,-,-,-,-,-,-
2019,Riau,Kab. Rokan Hulu,"7,588.13",,,-,-,-,-,-,-,-,-,-,-,-
2019,Riau,Kab. Rokan Hilir,"8,881.59",0.304,0,0.02,0.07,0.05,-,-,0.16,-,-,-,-,-
2019,Riau,Kab. Siak,"8,580.92",0.74555,0.01,0.41,0.33,-,-,-,-,-,-,-,-,-
2019,Riau,Kab. Kuantan Singingi,"7,656.03",,,-,-,-,-,-,-,-,-,-,-,-
2019,Riau,Kota Pekanbaru,632.3,2.00081,0.32,0.1,1.74,0.16,-,-,-,-,-,-,-,-
2019,Jambi,Kab. Merangin,"7,679.00","1,214.73",15.82,0.09,18.52,0.02,10.09,-,4.11,-,"1,171.51",10.39,-,-
2019,Jambi,Kab. Sarolangun,"6,174.00",0.04435,0,0.02,0.01,0.01,-,-,-,-,-,-,-,-
2019,Jambi,Kab. Batanghari,"41,797.00",0.03131,0,0.03,-,0,-,-,-,-,-,-,-,-
2019,Jambi,Kab. Bungo,"4,659.00",0.08406,0,0.08,-,-,-,-,-,-,-,-,-,-
2019,Jambi,Kota Jambi,205.38,0.88889,0.43,0.12,0.63,0.06,-,-,0.08,-,-,-,-,-
2019,Sumatera Selatan,Kab. Ogan Komering Ulu,"4,707.06",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kab. Muara Enim,187.08,0.42191,0.23,0.24,0.18,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kab. Lahat,"4,361.83",0.32085,0.01,0.13,0.12,0.07,-,-,0,-,-,-,-,-
2019,Sumatera Selatan,Kab. Musi Rawas,"6,357.09",0.17285,0,0.08,0.07,0.02,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kab. Musi Banyuasin,"14,265.96","6,634.09",46.5,0.71,"6,633.19",0.19,-,-,0.01,-,-,-,-,-
2019,Sumatera Selatan,Kab. Banyuasin,"11,875.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,102.16,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kab. Ogan Ilir,"2,666.07",0.13585,0.01,0.14,-,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kota Palembang,400.61,43.51937,10.86,35.13,0.67,0.51,0.12,-,1.42,0.1,-,-,-,5.57
2019,Sumatera Selatan,Kota Lubuk Linggau,"401,500.00",0.2466,0,0.18,0.07,-,-,-,-,-,-,-,-,-
2019,Sumatera Selatan,Kota Prabumulih,434.46,3.57171,0.82,0.12,0.1,0.24,0.89,-,0.14,0.85,1,0.22,-,-
2019,Bengkulu,Kab. Bengkulu Selatan,"1,186.10",27.3447,2.31,0.13,0.2,0.02,27,-,-,-,-,-,-,-
2019,Bengkulu,Kab. Bengkulu Utara,"4,424.60",4.38385,0.1,0.02,4.33,0.03,-,-,-,-,-,-,-,-
2019,Bengkulu,Kab. Lebong,"19,218,200.00",0.08244,0,0.02,0.06,-,-,-,-,-,-,-,-,-
2019,Bengkulu,Kab. Kepahiang,665,0,0,0,-,-,-,-,-,-,-,-,-,-
2019,Bengkulu,Kab. Bengkulu Tengah,"1,223.94",,,-,-,-,-,-,-,-,-,-,-,-
2019,Lampung,Kab. Lampung Barat,"3,368.14",,,-,-,-,-,-,-,-,-,-,-,-
2019,Lampung,Kab. Tanggamus,"4,654.96",0.02688,0,0.01,0.01,0,-,0.01,-,-,-,0,-,-
2019,Lampung,Kab. Way Kanan,"3,921.63",399.36084,10.18,0.4,0.04,128.58,249.61,-,13.93,3.59,2.61,0.62,-,-
2019,Lampung,Kab. Pringsewu,625,0.26175,0.04,0.09,0.05,0.01,-,-,0.12,-,-,-,-,-
2019,Lampung,Kota Bandar Lampung,197.22,,,-,-,-,-,-,-,-,-,-,-,-
2019,Lampung,Kota Metro,68.74,0.28922,0.42,0.29,-,-,0,-,-,-,-,-,-,-
2019,Kepulauan Bangka Belitung,Kab. Bangka,100,0.91252,0.91,0,0.05,0.08,0.11,0.4,0.26,-,-,-,-,-
2019,Kepulauan Bangka Belitung,Kab. Bangka Selatan,"3,607.08",309.46519,8.58,0.18,0.03,0.04,0.78,1.81,0.3,-,-,306.33,-,-
2019,Kepulauan Bangka Belitung,Kab. Bangka Tengah,"2,279.11",460.52513,20.21,0.64,439.11,0.3,8.27,4.16,6.55,-,-,1.51,-,-
2019,Kepulauan Bangka Belitung,Kota Pangkal Pinang,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Kepulauan Riau,Kab. Bintan,"1,946.13",2.2074,0.11,0.12,0.02,0.05,-,-,2.01,-,-,-,-,-
2019,Kepulauan Riau,Kab. Karimun,"1,524.00",1.58426,0.1,0.03,0.14,0,-,-,1.42,-,-,-,-,-
2019,Kepulauan Riau,Kab. Natuna,"1,869.95",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kepulauan Riau,Kab. Lingga,"2,266.77",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kepulauan Riau,Kab. Kepulauan Anambas,590.14,0.02761,0,0,-,-,-,-,0.02,-,-,-,-,0.01
2019,Kepulauan Riau,Kota Batam,"1,595.00",2.11942,0.13,0.08,0.34,0.02,-,1.55,0.13,-,-,-,-,-
2019,Kepulauan Riau,Kota Tanjung Pinang,131.54,4.31188,3.28,0.14,3.91,0.03,-,-,0.23,-,-,-,-,-
2019,DKI Jakarta,Kab. Adm. Kep. Seribu,8.7,0.11535,1.33,0.02,-,-,-,0.04,0.05,-,-,-,-,0
2019,DKI Jakarta,Kota Adm. Jakarta Utara,140,,,-,-,-,-,-,-,-,-,-,-,-
2019,DKI Jakarta,Kota Adm. Jakarta Selatan,154.3,,,-,-,-,-,-,-,-,-,-,-,-
2019,DKI Jakarta,Kota Adm. Jakarta Timur,182.7,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kab. Sukabumi,"4,162.00",1.79459,0.04,0.05,1.73,0.01,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kab. Bandung,"1,762.00",248.03465,14.08,51.66,12.29,130.16,1,-,45.45,1.22,4.84,0.01,-,1.34
2019,Jawa Barat,Kab. Garut,"3,065.19",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kab. Ciamis,"1,425.00",4.47028,0.31,0.08,0.33,-,-,-,0.6,-,-,3.39,-,-
2019,Jawa Barat,Kab. Kuningan,"1,178.58",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kab. Cirebon,990.36,2.8365,0.29,2.71,0.03,0.09,-,-,0,-,-,-,-,-
2019,Jawa Barat,Kab. Sumedang,"1,558.72",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kota Bogor,"11,850.00",1.83112,0.02,0.48,0.01,0.7,-,-,0.64,-,-,-,-,-
2019,Jawa Barat,Kota Sukabumi,"48,002.00",0.0409,0,0.04,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kota Bandung,167.31,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kota Bekasi,210.49,0.1046,0.05,0.08,0.02,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kota Depok,200.29,0.64659,0.32,0.19,0.07,0.05,-,-,0.33,-,-,-,-,-
2019,Jawa Barat,Kota Cimahi,42.73,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Barat,Kota Banjar,132,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Cilacap,425.68,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Banyumas,"1,327.59",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Banjarnegara,"1,069.73",0.02918,0,0.02,0.01,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Kebumen,"1,281.12",16.00663,1.25,0.48,0.01,15.08,-,-,0.43,-,-,-,-,-
2019,Jawa Tengah,Kab. Purworejo,"1,034.84",0.32583,0.03,0.15,0.06,0,0,0.11,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Wonosobo,"98,468.00",0,0,0,0,0,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Boyolali,"1,096.35",0.06737,0.01,0.07,0,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Klaten,655.56,0.1961,0.03,0.2,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Sukoharjo,466.66,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Wonogiri,"1,822.36",693.84427,38.07,0.02,693.82,0,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Sragen,941.55,0.52063,0.06,-,-,-,-,-,0.52,-,-,-,-,-
2019,Jawa Tengah,Kab. Grobogan,"1,976.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Rembang,"1,014.08",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Pati,"1,503.68",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Kudus,425.2,6.30079,1.48,0.05,0.01,0.12,5.73,-,0.38,-,-,-,-,-
2019,Jawa Tengah,Kab. Jepara,"1,004.13",178.41853,17.77,0.17,177.18,0.03,-,1.04,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Semarang,"95,021.00",0.00008,0,0,0,-,-,-,0,-,-,-,-,0
2019,Jawa Tengah,Kab. Kendal,"1,001.73",0.07119,0.01,0.07,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Batang,"78,864.00",0.32795,0,0.24,0.02,-,0,0.07,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Pemalang,"1,115.00",150.176,13.47,0.18,-,-,-,-,-,-,-,150,-,-
2019,Jawa Tengah,Kab. Tegal,876.1,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kab. Brebes,"176,962.00",0.94071,0,0.94,-,-,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kota Magelang,18.54,1.88699,10.18,0.79,0.69,0.05,0,-,0.35,-,-,-,-,-
2019,Jawa Tengah,Kota Salatiga,56.78,0.16681,0.29,0.16,0,0.01,-,-,-,-,-,-,-,-
2019,Jawa Tengah,Kota Semarang,373.7,109.35306,29.26,2.15,28.71,14.65,9.98,5.37,4.32,0.46,0.3,43.41,-,-
2019,Jawa Tengah,Kota Tegal,39.68,2.34119,5.9,0.2,0.09,0.76,0.49,0.52,0.28,-,-,-,-,-
2019,D.I. Yogyakarta,Kab. Kulon Progo,586.3,,,-,-,-,-,-,-,-,-,-,-,-
2019,D.I. Yogyakarta,Kab. Bantul,506.85,0.01013,0,0.01,0,0,-,-,-,-,-,-,-,-
2019,D.I. Yogyakarta,Kab. Gunungkidul,"1,485.36",0.42325,0.03,0.06,0.07,0.07,-,0.13,0.1,-,-,-,-,-
2019,D.I. Yogyakarta,Kab. Sleman,574.82,7.56437,1.32,0.03,-,0.03,-,-,7.5,-,-,-,-,-
2019,D.I. Yogyakarta,Kota Yogyakarta,32.5,1.25794,3.87,0.37,0.17,0.7,-,-,0.01,-,-,-,-,-
2019,Jawa Timur,Kab. Pacitan,"1,390.00",584.33657,42.04,0.17,583.99,0.06,-,0.04,0.09,-,-,-,-,-
2019,Jawa Timur,Kab. Ponorogo,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Trenggalek,,3.3878,,0.02,3.36,0.01,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Tulungagung,"1,055.65",3.19209,0.3,0.14,0.02,1.42,0.54,-,0.71,0.28,-,0.08,-,-
2019,Jawa Timur,Kab. Blitar,"1,588.79",0.01128,0,0,0.01,0,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Kediri,,0.2669,,0.1,-,0.04,0,-,0.13,-,-,-,-,0
2019,Jawa Timur,Kab. Malang,"3,530.65",0.0098,0,0.01,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Lumajang,"99,999.99",4.16321,0,0.1,0,4.06,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Banyuwangi,"5,782.50",2.44347,0.04,0.92,0.09,0.83,-,0.21,0.39,-,-,0,-,-
2019,Jawa Timur,Kab. Bondowoso,"1,526.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Situbondo,"11,789.00",0.88642,0.01,0.13,0.05,0.08,0,0.62,-,-,-,-,-,-
2019,Jawa Timur,Kab. Probolinggo,"1,696.16",3.95667,0.23,0.04,0,0,-,3.88,0.03,0,-,-,-,-
2019,Jawa Timur,Kab. Pasuruan,"1,474.02",0.89684,0.06,0.01,0.88,0.01,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Sidoarjo,714.24,0.33039,0.05,0.1,0.03,0.09,-,-,0.1,0,-,-,-,-
2019,Jawa Timur,Kab. Mojokerto,692.2,,,-,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Jombang,"1,159.50",0.10924,0.01,0.1,0.01,0,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Nganjuk,"1,224.33",0.10092,0.01,0.07,0.03,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Madiun,"1,010.86",0.2024,0.02,0.2,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Ngawi,"1,295.98",0.72214,0.06,0.55,0.12,0.05,-,-,0,-,-,-,-,-
2019,Jawa Timur,Kab. Bojonegoro,"2,307.00",15.40549,0.67,0.31,0.02,1.66,13.33,-,0.09,-,-,-,-,-
2019,Jawa Timur,Kab. Tuban,"1,839.94",16.7375,0.91,-,-,-,16.74,-,-,-,-,-,-,-
2019,Jawa Timur,Kab. Gresik,"1,191.25",15.72799,1.32,1.09,2.14,0.75,0.14,0.04,0.29,0,-,11.28,-,-
2019,Jawa Timur,Kab. Sampang,"1,233.30",1.8989,0.15,0.02,0.01,0.57,-,1.3,-,-,-,-,-,-
2019,Jawa Timur,Kab. Pamekasan,792.2,1.21252,0.15,0.1,-,0,1.06,-,-,-,-,-,-,0.05
2019,Jawa Timur,Kab. Sumenep,"2,093.47",0.44003,0.02,0.02,0.05,0.07,0.14,-,0.16,-,-,-,-,-
2019,Jawa Timur,Kota Kediri,63.4,0.18648,0.29,0.13,0,0.03,0.02,-,-,-,-,0,-,-
2019,Jawa Timur,Kota Blitar,32.58,1.55587,4.78,0.1,-,-,1.45,-,-,-,-,-,-,-
2019,Jawa Timur,Kota Malang,110.06,0.34144,0.31,0.25,0.09,0,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kota Probolinggo,56.67,0.14674,0.26,0.03,-,-,-,-,-,-,-,-,0.01,0.1
2019,Jawa Timur,Kota Pasuruan,35.29,0.01119,0.03,0.01,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kota Mojokerto,20.21,0.05112,0.25,0.05,-,-,-,-,-,-,-,-,-,-
2019,Jawa Timur,Kota Madiun,33.23,1.76539,5.31,0.69,0.13,-,0.95,-,-,-,-,-,-,-
2019,Jawa Timur,Kota Surabaya,334.51,73.45817,21.96,6.76,0.58,13.01,2.82,41.24,5.47,0.92,0.71,1.96,-,-
2019,Jawa Timur,Kota Batu,199.09,0.79751,0.4,0,0.02,0.01,-,-,0.77,-,-,-,-,-
2019,Banten,Kab. Lebak,"3,305.07",1.63471,0.05,0,-,-,1.63,-,-,-,-,-,-,-
2019,Banten,Kota Tangerang,164.55,1.26445,0.77,0.67,0.1,0.19,0.2,-,0.1,-,-,-,-,-
2019,Banten,Kota Cilegon,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Banten,Kota Serang,266.74,,,-,-,-,-,-,-,-,-,-,-,-
2019,Banten,Kota Tangerang Selatan,147.19,0.33078,0.22,0.08,0.17,0.03,-,-,0.05,-,-,-,-,-
2019,Bali,Kab. Jembrana,841.8,0.41772,0.05,0.35,0,0.04,-,-,-,-,-,-,-,0.02
2019,Bali,Kab. Tabanan,"83,933.00",0.012,0,-,0.01,-,-,-,-,-,-,-,-,-
2019,Bali,Kab. Badung,420.1,0.01128,0,0.01,-,-,-,-,-,-,-,-,-,-
2019,Bali,Kab. Gianyar,368,0.32576,0.09,0.18,0.12,0.02,-,-,0.01,-,-,-,-,-
2019,Bali,Kab. Bangli,520.81,1.26727,0.24,0.03,1.22,-,0.01,-,0.01,-,-,-,-,-
2019,Bali,Kab. Karangasem,839.5,0.03229,0,0.01,0,0.02,0,-,-,-,-,-,-,-
2019,Bali,Kab. Buleleng,"1,366.00",0.25935,0.02,0.05,0.02,0.13,-,-,0.06,-,-,-,-,-
2019,Nusa Tenggara Barat,Kab. Lombok Barat,"105,392.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Nusa Tenggara Barat,Kab. Lombok Timur,"2,679.88",,,-,-,-,-,-,-,-,-,-,-,-
2019,Nusa Tenggara Barat,Kab. Sumbawa,"6,643.98",,,-,-,-,-,-,-,-,-,-,-,-
2019,Nusa Tenggara Barat,Kab. Lombok Utara,809.53,0.01023,0,0.01,-,-,-,-,-,-,-,-,-,-
2019,Nusa Tenggara Barat,Kota Mataram,61.3,0.05888,0.1,0.02,0.04,-,-,-,-,-,-,-,-,-
2019,Nusa Tenggara Timur,Kab. Nagekeo,"1,416.00",0.00795,0,0,-,-,-,0.01,-,-,-,-,-,-
2019,Kalimantan Barat,Kab. Sambas,"6,395.70",0.09999,0,0.02,0.03,0.01,0.04,-,-,-,-,-,-,-
2019,Kalimantan Barat,Kab. Mempawah,"2,797.88",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Barat,Kab. Sanggau,"12,857.70",0.70816,0.01,0.46,0.25,-,-,-,-,-,0,-,-,-
2019,Kalimantan Barat,Kab. Ketapang,"31,588.00",0.11088,0,0.03,-,0.08,-,-,-,-,-,-,-,-
2019,Kalimantan Barat,Kab. Bengkayang,"5,396.30",0.195,0,0.03,-,-,-,-,0.16,-,-,-,-,-
2019,Kalimantan Barat,Kab. Melawi,"10,640.80",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Barat,Kota Pontianak,107.8,,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Kotawaringin Barat,"10,759.00",1.54131,0.01,0.31,1.13,0.05,-,-,0.05,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Kotawaringin Timur,"16,796.00",4.05045,0.02,0.05,2.58,1.43,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Kapuas,"14,999.00",0.13205,0,0.03,0.01,0.07,-,-,0.03,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Barito Utara,"8,300.00",0.0543,0,0.04,0,0,0.01,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Seruyan,16.4,,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Sukamara,"3,827.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Lamandau,"6,414.00",406.5443,6.34,0.06,10.02,0.07,109.46,-,0.05,-,-,4.26,-,172.85
2019,Kalimantan Tengah,Kab. Gunung Mas,"10,084.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Pulang Pisau,"8,997.00",0.0658,0,-,0.07,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kab. Murung Raya,23.7,0.05351,0.23,-,0.01,-,0,-,0.01,-,-,-,-,0.03
2019,Kalimantan Tengah,Kab. Barito Timur,"3,834.00",0.00913,0,0.01,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Tengah,Kota Palangkaraya,"2,853.52",91.58408,3.21,0.18,89.78,0.13,-,-,1.49,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Tanah Laut,"3,631.00",1.97202,0.05,0.8,0.83,0,0.01,0.27,0.06,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Kotabaru,"9,442.46",3.10251,0.03,0.02,3,-,-,0,0.08,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Banjar,"4,668.50",0.10404,0,0.1,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Barito Kuala,"2,996.46",0.62651,0.02,0.06,0.52,0.01,0,-,0.03,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Tapin,"2,174.95",2.027,0.09,1.08,0.05,0.2,0.7,-,0,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Hulu Sungai Selatan,"1,804.94",0.17094,0.01,0.05,0.09,0.01,-,-,0.02,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Hulu Sungai Tengah,"1,770.77",0.09388,0.01,0,0,0.08,-,-,0.01,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Hulu Sungai Utara,915.05,,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Tabalong,"3,556.00",0.8165,0.02,0.26,0.04,0.48,-,-,0.04,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Tanah Bumbu,"5,066.96",,,-,-,-,-,-,-,-,-,-,-,-
2019,Kalimantan Selatan,Kab. Balangan,"1,878.30",0.92335,0.05,0.07,0.09,0.01,0,-,0.05,-,-,0.1,-,0.6
2019,Kalimantan Selatan,Kota Banjarmasin,98.46,1.21386,1.23,0.12,-,1.07,-,-,0.03,-,-,-,-,-
2019,Kalimantan Selatan,Kota Banjarbaru,371.38,52.10254,14.03,0.81,2.14,0.04,47.75,-,1.11,-,0.25,-,-,0.01
2019,Kalimantan Timur,Kab. Paser,"11,603.94",0.5173,0,0.37,0.01,0.02,-,-,0.12,-,-,-,-,-
2019,Kalimantan Timur,Kab. Kutai Kartanegara,"27,263.10",76.40028,0.28,76.39,-,-,-,-,-,-,-,-,0.01,-
2019,Kalimantan Timur,Kab. Berau,"34,127.47",31.68857,0.09,0.02,18.4,0.07,0.03,13.14,0.03,-,-,-,-,-
2019,Kalimantan Timur,Kab. Kutai Timur,"35,747.50",0.49,0,0.27,0.22,-,-,-,-,-,-,-,-,-
2019,Kalimantan Timur,Kab. Penajam Paser Utara,"3,333.00",0.00103,0,-,-,-,-,-,0,-,-,-,-,-
2019,Kalimantan Timur,Kota Balikpapan,503.3,187.07838,37.17,0.08,183.98,0.01,-,0.4,0.83,-,-,1.71,0.06,-
2019,Kalimantan Timur,Kota Samarinda,718,3.61777,0.5,0.22,3.34,0.06,-,-,-,-,-,-,-,-
2019,Kalimantan Timur,Kota Bontang,161.56,1.76224,1.09,1.07,-,-,0.69,-,-,-,-,-,-,-
2019,Kalimantan Utara,Kab. Nunukan,"14,247.50","4,880.12",34.25,0.22,"4,879.54",0.12,-,0.09,0.15,-,-,-,-,-
2019,Kalimantan Utara,Kota Tarakan,657.33,2.17747,0.33,-,0.09,-,2.09,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Minahasa,"1,141.64",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Kepulauan Sangihe,737,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Kepulauan Talaud,"1,251.00",0.19,0.02,0.02,-,0.1,-,0.05,0.02,-,-,-,-,-
2019,Sulawesi Utara,Kab. Minahasa Selatan,"1,456.46",0.0424,0,0,0.04,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Minahasa Utara,1.06,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Minahasa Tenggara,"73,062.00",0.00581,0,0.01,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Bolaang Mongondow Utara,"1,856.00",0.00038,0,-,0,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,,,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Utara,Kota Tomohon,34.08,0.2551,0.75,0.26,-,-,-,-,0,-,-,-,-,-
2019,Sulawesi Utara,Kota Kotamobagu,68.06,0.11663,0.17,0.06,0.04,0.01,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Banggai,,0.07078,,0.07,-,-,-,-,0,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Poso,"7,112.25",0.00316,0,0,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Donggala,"5,275.69",0.28858,0.01,0.05,0.21,0,-,-,0.03,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Toli-toli,"407,977.00",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Banggai Kepulauan,"2,488.79",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Parigi Moutong,"6,231.85",0.06351,0,0.03,0.04,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Sigi,"5,196.02",,,-,-,-,-,-,-,-,-,-,-,-
2019,Sulawesi Tengah,Kab. Banggai Laut,725.67,0.009,0,0.01,-,-,-,-,-,-,-,-,-,-
